ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,MARRIAGE_RECORD_IDENTITY6,MARRIAGE_RECORD_IDENTITY7,MARRIAGE_RECORD_IDENTITY8,IMMIGRANT_GENERATION
1160,284,284,Hannah,Jones,29,FEBRUARY,1892,"13 Gearra Mor, Na h-Eileanan Siar",F,Danyaal,Jones,SOLDIER,Kayleigh,Mullen,HOUSE KEEPER,7,JULY,1886,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1160,1160,942,887,1160,284,887,942,329,,,,,,,,NA
1162,271,271,Paige,Jones,9,JANUARY,1893,"2 Leith Walk, Pulteneytown, Wick",F,James,Jones,AG LABOURER,Christina,Anderson,FARMER'S WIFE,20,SEPTEMBER,1880,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1162,1162,862,823,1162,271,823,862,,,,,,,,,NA
1164,293,293,Louise,Cruickshanks,20,DECEMBER,1893,"1 Hamilton Place, The Holmes, Scottish Borders",F,Jamie,Cruickshanks,PLOUGHMAN,Sara,Black,HOUSE MAID,23,JULY,1890,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,1164,1164,930,867,1164,293,867,930,,,,,,,,,NA
1166,294,294,Leonora,Mullen,10,OCTOBER,1894,"9 Gearra Mor, Na h-Eileanan Siar",F,Jack,Mullen,SCHOLAR,Sarah,Mcbain,FUND HOLDER,3,SEPTEMBER,1894,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1166,1166,764,1003,1166,294,1003,764,339,,,,,,,,NA
1168,295,295,Antonia,Cruickshanks,13,JULY,1894,"1 Pilot Place, Broadhaven, Caithness",F,Muhammad,Cruickshanks,BEAMER IN PRINT WORK,Chloe,Drake,,18,JULY,1892,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1168,1168,878,925,1168,295,925,878,340,,,,,,,,NA
1170,290,290,Racheal,Perrie,19,OCTOBER,1894,"1589 Castle Road, South Ayrshire",F,George,Perrie,FARMERS SON,Jessica,Cruickshanks,COTTON MILL WORKER,7,DECEMBER,1889,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,1170,1170,934,903,1170,290,903,934,332,,,,,,,,NA
1174,264,264,Shannon,Mcbain,5,MARCH,1895,"571 Rathad an Duin, Na h-Eileanan Siar",F,Oliver,Mcbain,LABOURER AT COLLIERY,Chloe,Grant,FLAX SPIN,24,JULY,1877,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1174,1174,876,843,1174,264,843,876,,,,,,,,,NA
1172,272,272,Natasha,Cruickshanks,9,APRIL,1895,"1 Tighean Allt na Broige, Na h-Eileanan Siar",F,Paul,Cruickshanks,COOPER,Rhianna,Black,DOMESTIC SERVENT,25,JULY,1883,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1172,1172,834,933,1172,272,933,834,345,,,,,,,,NA
1176,297,297,Natalie,Powell,1,SEPTEMBER,1896,"8 Swanson Drive, Harden, Wick",F,Daniel,Powell,HOSTLER,Chloe,Grant,FLAX SPIN,23,JULY,1896,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1176,1176,876,805,1176,297,805,876,,,,,,,,,NA
1178,282,282,Sophie,Mcbain,21,MARCH,1896,"1 Waverley Road, Pulteneytown, Wick",F,Thomas,Mcbain,FISHERMAN,Leoni,Anderson,CROFTER WIFE,14,AUGUST,1887,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1178,1178,898,791,1178,282,791,898,,,,,,,,,NA
1180,300,300,Tansy,Drake,19,AUGUST,1896,"3 Pilot Row, Broadhaven, Caithness",F,Ellis,Drake,COAL MINER,Brooke,Mullen,,26,MARCH,1896,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1180,1180,1014,991,1180,300,991,1014,,,,,,,,,NA
1182,295,295,Emily,Cruickshanks,12,SEPTEMBER,1897,"1 Pilot Place, Broadhaven, Caithness",F,Muhammad,Cruickshanks,BEAMER IN PRINT WORK,Chloe,Drake,,18,JULY,1892,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1182,1182,878,925,1182,295,925,878,335,,,,,,,,NA
1184,303,303,Sophie,Jones,6,AUGUST,1897,"569 Rathad an Duin, Na h-Eileanan Siar",F,Maximilian,Jones,MASTER TAILOR EMPY 2 BOYS,Tiffany,Anderson,,26,SEPTEMBER,1894,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1184,1184,900,889,1184,303,889,900,334,,,,,,,,NA
1192,282,282,Amy,Mcbain,9,MAY,1899,"1 Waverley Road, Pulteneytown, Wick",F,Thomas,Mcbain,FLAX WEAVER,Leoni,Anderson,CROFTER WIFE,14,AUGUST,1887,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1192,1192,898,791,1192,282,791,898,,,,,,,,,NA
1200,299,299,Daisy,Mullen,6,JULY,1901,"90 Meadow Bank, Moffat, Dumfries and Galloway",F,Kieran,Mullen,BLACKSMITH,Erin,Drake,COTTON MILL WORKER,23,NOVEMBER,1895,"Moffat Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,1200,1200,986,989,1200,299,989,986,344,,,,,,,,NA
1198,296,296,Annabel,Black,28,JANUARY,1901,"1 Cora Linn Court, North Ayrshire",F,Oliver,Black,COACHMAN,Masuma,Anderson,,18,JUNE,1895,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,1198,1198,932,927,1198,296,927,932,343,,,,,,,,NA
1204,310,310,Alice,Mcbain,26,APRIL,1902,"1 Leith Walk, Pulteneytown, Wick",F,Matthew,Mcbain,MASONS LABOURER,Leoni,Anderson,CROFTER WIFE,18,MARCH,1902,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1204,1204,898,949,1204,310,949,898,,,,,,,,,NA
1210,300,300,Kelly,Drake,5,NOVEMBER,1903,"3 Pilot Row, Broadhaven, Caithness",F,Ellis,Drake,COAL MINER,Brooke,Mullen,,26,MARCH,1896,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1210,1210,1014,991,1210,300,991,1014,,,,,,,,,NA
1212,312,,Shannon,Cruickshanks,13,AUGUST,1903,,F,Christopher,Cruickshanks,SADDLER,Chloe,Anderson,DAIRYMAID,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1212,1212,1072,975,1212,,975,1072,356,,,,,,,,NA
1214,311,311,Amber,Cruickshanks,12,APRIL,1904,"84 Firs Crescent, Hillpark, Bannockburn",F,Matthew,Cruickshanks,IRON SHIP BUILDER LABR,Laura,Cruickshanks,DOMESTIC SERV,24,JUNE,1899,"Hillpark Bannockburn ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1214,1214,1056,1057,1214,311,1057,1056,349,360,,,,,,,NA
1216,314,314,Darcie,Cruickshanks,27,JULY,1905,"1 Huddart Street, Pulteneytown, Wick",F,Matthew,Cruickshanks,PLOUGHMAN,Frances,Perrie,DRESSMAKER,18,JUNE,1903,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1216,1216,1070,1091,1216,314,1091,1070,351,,,,,,,,NA
1218,316,316,Amy,Anderson,17,SEPTEMBER,1906,"1 Druim An Aoil, Na h-Eileanan Siar",F,Jake,Anderson,IRONSTONE MINER,Jessica,Cruickshanks,,26,OCTOBER,1904,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1218,1218,934,931,1218,316,931,934,,,,,,,,,NA
1224,317,317,Ann-marie,Mcbain,18,NOVEMBER,1907,"1 Swanson Drive, Harden, Wick",F,Maxwell,Mcbain,ENGINEER PATTERN MAKER,Chloe,Anderson,DAIRYMAID,13,DECEMBER,1905,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1224,1224,1072,1085,1224,317,1085,1072,371,,,,,,,,NA
1220,310,310,Jade,Mcbain,24,DECEMBER,1907,"1 Leith Walk, Pulteneytown, Wick",F,Matthew,Mcbain,MASONS LABOURER,Leoni,Anderson,,18,MARCH,1902,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1220,1220,898,949,1220,310,949,898,352,,,,,,,,NA
1222,301,301,Jessica,Mullen,21,APRIL,1907,"568 Rathad an Duin, Na h-Eileanan Siar",F,Niall,Mullen,COAL LABOURER,Isabel,Perrie,,7,DECEMBER,1894,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1222,1222,1012,907,1222,301,907,1012,353,,,,,,,,NA
1226,318,318,Georgia,Black,12,MARCH,1908,"2 Pilot Place, Broadhaven, Caithness",F,Matthew,Black,COTTON WEAVER,Iqrah,Cruickshanks,MASON'S WIFE,23,JANUARY,1905,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1226,1226,1032,929,1226,318,929,1032,361,,,,,,,,NA
1232,313,313,Tyanna,Cruickshanks,11,JANUARY,1909,"575 Rathad an Duin, Na h-Eileanan Siar",F,Mohammed,Cruickshanks,GENERAL LABOURER,Sian,Jones,FARMER'S DAUR,4,AUGUST,1902,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1232,1232,1044,1031,1232,313,1031,1044,,,,,,,,,NA
1230,307,307,Alexandra,Mullen,2,FEBRUARY,1909,"1 Creag Ruadh Place, Na h-Eileanan Siar",F,Ross,Mullen,BLACKSMITH EMPLOYING 1 MAN,Jessica,Powell,,6,NOVEMBER,1895,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1230,1230,1030,961,1230,307,961,1030,365,,,,,,,,NA
1234,311,311,Jessica,Cruickshanks,23,SEPTEMBER,1910,"84 Firs Crescent, Hillpark, Bannockburn",F,Matthew,Cruickshanks,IRON SHIP BUILDER LABR,Laura,Cruickshanks,DOMESTIC SERV,24,JUNE,1899,"Hillpark Bannockburn ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1234,1234,1056,1057,1234,311,1057,1056,,,,,,,,,NA
1238,301,301,Sophie,Mullen,25,JUNE,1911,"568 Rathad an Duin, Na h-Eileanan Siar",F,Niall,Mullen,COAL LABOURER,Isabel,Perrie,,7,DECEMBER,1894,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1238,1238,1012,907,1238,301,907,1012,,,,,,,,,NA
1246,301,301,Sophia,Mullen,16,JUNE,1912,"568 Rathad an Duin, Na h-Eileanan Siar",F,Niall,Mullen,COAL LABOURER,Isabel,Perrie,,7,DECEMBER,1894,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1246,1246,1012,907,1246,301,907,1012,,,,,,,,,NA
1250,324,324,Ruby,Mullen,25,JULY,1912,"1 Piedmont Road, Girvan, South Ayrshire",F,Jack,Mullen,SCHOLAR,Alexandra,Mcbain,,9,JULY,1912,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,1250,1250,1156,1179,1250,324,1179,1156,354,,,,,,,,NA
1254,319,319,Angel,Mcbain,31,JULY,1913,"574 Rathad an Duin, Na h-Eileanan Siar",F,Luke,Mcbain,STOCKING FRAME WORK KNITTER,Stacey,Jones,,14,OCTOBER,1907,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1254,1254,1120,1029,1254,319,1029,1120,367,,,,,,,,NA
1260,328,328,Olivia,Mullen,5,APRIL,1914,"4 Gearra Mor, Na h-Eileanan Siar",F,Jacob,Mullen,AG LAB,Ellouise,Cruickshanks,STATIONER,13,JULY,1910,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1260,1260,1046,1119,1260,328,1119,1046,,,,,,,,,NA
1266,313,313,Natalie,Cruickshanks,3,MAY,1915,"575 Rathad an Duin, Na h-Eileanan Siar",F,Mohammed,Cruickshanks,GENERAL LABOURER,Sian,Jones,,4,AUGUST,1902,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1266,1266,1044,1031,1266,313,1031,1044,358,,,,,,,,NA
1270,300,300,Alexandra,Drake,19,MAY,1916,"3 Pilot Row, Broadhaven, Caithness",F,Ellis,Drake,FARMER OVERSEER OF 140 ACRES EMPLOY 3 LABOURER 2 BOYS & 1 WO,Brooke,Mullen,,26,MARCH,1896,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1270,1270,1014,991,1270,300,991,1014,377,,,,,,,,NA
1272,311,311,Laura,Cruickshanks,11,FEBRUARY,1916,"84 Firs Crescent, Hillpark, Bannockburn",F,Matthew,Cruickshanks,RAILWAY LAB,Laura,Cruickshanks,,24,JUNE,1899,"Hillpark Bannockburn ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1272,1272,1056,1057,1272,311,1057,1056,368,,,,,,,,NA
1278,317,317,Octavia,Mcbain,22,DECEMBER,1917,"1 Swanson Drive, Harden, Wick",F,Maxwell,Mcbain,COTTON WEAVER,Chloe,Anderson,LINEN & COTTON SHIRT CUTTER,13,DECEMBER,1905,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1278,1278,1072,1085,1278,317,1085,1072,,,,,,,,,NA
1280,323,323,Maria,Cruickshanks,11,AUGUST,1917,"1 Dal nan Each, Highland",F,Benjamin,Cruickshanks,BASKET MAKER,Kerri,Grant,DOMESTIC SERV,17,JANUARY,1909,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,1280,1280,1136,1027,1280,323,1027,1136,,,,,,,,,NA
1282,332,332,Olivia,Mullen,12,MAY,1917,"2615 Main Street, Caithness",F,Aaron,Mullen,SHOEMAKER,Racheal,Perrie,DRESSMAKER,12,JUNE,1914,"Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1282,1282,1170,1079,1282,332,1079,1170,375,391,405,,,,,,NA
1286,331,331,Amina,Anderson,26,AUGUST,1918,"1 Pàirc Bhatasgeir, Na h-Eileanan Siar",F,Stuart,Anderson,FARMER'S SON,Charlotte,Black,,2,SEPTEMBER,1913,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1286,1286,1148,1081,1286,331,1081,1148,,,,,,,,,NA
1292,315,315,Danielle,Jones,30,AUGUST,1919,"576 Rathad an Duin, Na h-Eileanan Siar",F,Troy,Jones,AG LAB,Abigail,Mcbain,DRESSMAKER,14,JUNE,1903,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1292,1292,1068,1033,1292,315,1033,1068,380,,,,,,,,NA
1296,329,329,Gabrielle,Mcbain,29,JULY,1919,"1 Oldwick Road, Pulteneytown, Wick",F,Ben,Mcbain,FISHERMAN,Hannah,Jones,MILLINER,3,NOVEMBER,1910,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1296,1296,1160,1153,1296,329,1153,1160,381,,,,,,,,NA
1298,327,327,Misbah,Jones,31,MAY,1920,"3 Pilot Place, Broadhaven, Caithness",F,Rory,Jones,MOLE CATCHER,Iqrah,Cruickshanks,HANDSEWER,27,MAY,1911,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1298,1298,1032,799,1298,327,799,1032,,,,,,,,,NA
1304,314,314,Ridha,Cruickshanks,19,OCTOBER,1921,"1 Huddart Street, Pulteneytown, Wick",F,Matthew,Cruickshanks,BLACK SMITH,Frances,Perrie,,18,JUNE,1903,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1304,1304,1070,1091,1304,314,1091,1070,,,,,,,,,NA
1308,340,340,Yasmin,Mcbain,6,JANUARY,1921,"1 The Croft, The Holmes, Scottish Borders",F,Liam,Mcbain,,Antonia,Cruickshanks,FLAX MILL WORKER BUNDLER,8,JULY,1917,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,1308,1308,1168,1157,1308,340,1157,1168,400,,,,,,,,NA
1310,328,328,Sidra,Mullen,27,SEPTEMBER,1922,"4 Gearra Mor, Na h-Eileanan Siar",F,Jacob,Mullen,FARMER OF 94 ACRES EMPLOYING 2 MEN & 2 BOYS & 2 FEMALE SERV,Ellouise,Cruickshanks,,13,JULY,1910,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1310,1310,1046,1119,1310,328,1119,1046,,,,,,,,,NA
1312,317,317,Stephanie,Mcbain,16,OCTOBER,1922,"1 Swanson Drive, Harden, Wick",F,Maxwell,Mcbain,COTTON WEAVER,Chloe,Anderson,LINEN & COTTON SHIRT CUTTER,13,DECEMBER,1905,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1312,1312,1072,1085,1312,317,1085,1072,406,,,,,,,,NA
1326,329,329,Lilian,Mcbain,25,AUGUST,1923,"1 Oldwick Road, Pulteneytown, Wick",F,Ben,Mcbain,LABOURER TO MASONS,Hannah,Jones,DOMESTIC SERVANT,3,NOVEMBER,1910,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1326,1326,1160,1153,1326,329,1153,1160,384,,,,,,,,NA
1322,313,313,Porcia,Cruickshanks,3,JUNE,1923,"575 Rathad an Duin, Na h-Eileanan Siar",F,Mohammed,Cruickshanks,COTTON MANUF (MUSLIN) EMPLOYING 2 MEN 1 BOY & 3 GIRLS,Sian,Jones,LINEN FACTORY WORKER,4,AUGUST,1902,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1322,1322,1044,1031,1322,313,1031,1044,376,,,,,,,,NA
1330,317,317,Lucy,Mcbain,6,NOVEMBER,1924,"1 Swanson Drive, Harden, Wick",F,Maxwell,Mcbain,GLAZIER JOURNEYMAN,Chloe,Anderson,,13,DECEMBER,1905,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1330,1330,1072,1085,1330,317,1085,1072,,,,,,,,,NA
1332,331,331,Hollie,Anderson,18,SEPTEMBER,1924,"1 Pàirc Bhatasgeir, Na h-Eileanan Siar",F,Stuart,Anderson,FISHERMAN,Charlotte,Black,DOMESTIC SERVANT,2,SEPTEMBER,1913,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1332,1332,1148,1081,1332,331,1081,1148,,,,,,,,,NA
1334,313,313,Jasmine,Cruickshanks,8,FEBRUARY,1925,"575 Rathad an Duin, Na h-Eileanan Siar",F,Mohammed,Cruickshanks,COTTON MANUF (MUSLIN) EMPLOYING 2 MEN 1 BOY & 3 GIRLS,Sian,Jones,LINEN FACTORY WORKER,4,AUGUST,1902,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1334,1334,1044,1031,1334,313,1031,1044,402,,,,,,,,NA
1344,345,345,Henrietta,Mcbain,4,JULY,1926,"582 Rathad an Duin, Na h-Eileanan Siar",F,Matthew,Mcbain,MINER COAL,Natasha,Cruickshanks,,2,DECEMBER,1923,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1344,1344,1172,1117,1344,345,1117,1172,397,,,,,,,,NA
1348,343,343,Zoe,Cruickshanks,30,OCTOBER,1926,"1 Arra's Cottages, Na h-Eileanan Siar",F,Jay,Cruickshanks,AG LABOURER,Annabel,Black,WIFE,24,MAY,1923,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1348,1348,1198,1201,1348,343,1201,1198,385,,,,,,,,NA
1342,331,331,Lorna,Anderson,13,JULY,1926,"1 Pàirc Bhatasgeir, Na h-Eileanan Siar",F,Stuart,Anderson,FISHERMAN,Charlotte,Black,DOMESTIC SERVANT,2,SEPTEMBER,1913,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1342,1342,1148,1081,1342,331,1081,1148,387,,,,,,,,NA
1350,334,334,Georgina,Mullen,27,APRIL,1927,"2616 Main Street, Caithness",F,Cameron,Mullen,RAILY STOKER,Sophie,Jones,SHELL FISH VENDER,2,AUGUST,1916,"Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1350,1350,1184,1181,1350,334,1181,1184,425,,,,,,,,NA
1352,336,336,Poppy,Black,29,JULY,1928,"2 Creag Ruadh Place, Na h-Eileanan Siar",F,Jake,Black,FLESHER,Holly,Mcbain,FLAX MILLWORKER,7,NOVEMBER,1917,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1352,1352,1146,1141,1352,336,1141,1146,399,,,,,,,,NA
1354,332,332,Ottilie,Mullen,16,SEPTEMBER,1928,"2615 Main Street, Caithness",F,Aaron,Mullen,JOINER (JOBBER),Racheal,Perrie,,12,JUNE,1914,"Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,1354,1354,1170,1079,1354,332,1079,1170,398,,,,,,,,NA
1364,329,329,Catherine,Mcbain,16,JANUARY,1930,"1 Oldwick Road, Pulteneytown, Wick",F,Ben,Mcbain,LABOURER TO MASONS,Hannah,Jones,DOMESTIC SERVANT,3,NOVEMBER,1910,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1364,1364,1160,1153,1364,329,1153,1160,,,,,,,,,NA
1368,350,350,Annie,Cruickshanks,1,OCTOBER,1930,"5 Pilot Place, Broadhaven, Caithness",F,Daniel,Cruickshanks,PUDDLER,Chloe,Cruickshanks,FARMER'S DAUR,17,FEBRUARY,1930,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1368,1368,1228,1223,1368,350,1223,1228,,,,,,,,,NA
1370,330,330,Kirsty,Mcbain,28,JULY,1931,"6 Gearra Mor, Na h-Eileanan Siar",F,Paul,Mcbain,CATTLE MAN,Hollie,Perrie,WEAVERS WIFE,8,JULY,1910,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1370,1370,1158,1109,1370,330,1109,1158,414,,,,,,,,NA
1372,340,340,Chloe,Mcbain,19,MAY,1931,"1 The Croft, The Holmes, Scottish Borders",F,Liam,Mcbain,FANCY WEAVER (JOURNEYMAN),Antonia,Cruickshanks,,8,JULY,1917,"The Holmes Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,1372,1372,1168,1157,1372,340,1157,1168,404,,,,,,,,NA
1374,347,347,Jade,Cruickshanks,18,SEPTEMBER,1931,"1 St Molios Park, Croc, North Ayrshire",F,Guy,Cruickshanks,BLACKSMITH (JOURNE),Alice,Mullen,,11,FEBRUARY,1928,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1374,1374,1196,1151,1374,347,1151,1196,433,,,,,,,,NA
1380,353,353,Freya,Cruickshanks,13,MAY,1932,"4 Roxburgh Road, Pulteneytown, Wick",F,Daniel,Cruickshanks,CARTER,Jessica,Mullen,DOMESTIC SERVT,20,FEBRUARY,1928,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1380,1380,1222,1215,1380,353,1215,1222,,,,,,,,,NA
1382,350,350,Georgia,Cruickshanks,27,JUNE,1932,"5 Pilot Place, Broadhaven, Caithness",F,Daniel,Cruickshanks,PUDDLER,Chloe,Cruickshanks,FARMER'S DAUR,17,FEBRUARY,1930,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1382,1382,1228,1223,1382,350,1223,1228,418,,,,,,,,NA
1384,326,326,Saffron,Anderson,2,JANUARY,1933,"578 Rathad an Duin, Na h-Eileanan Siar",F,Thomas,Anderson,IRONSTONE DRAWER,Laura,Powell,LODGING HO KEEPER'S DAUR,3,MARCH,1909,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1384,1384,1144,1143,1384,326,1143,1144,,,,,,,,,NA
1386,349,349,Aneeka,Anderson,15,JUNE,1933,"1 Upper Riochan, Three Bridges, Inveraray",F,Daniel,Anderson,LABOURER (WATER COMPANY),Amber,Cruickshanks,,17,DECEMBER,1926,"Three Bridges Inveraray ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1386,1386,1214,1177,1386,349,1177,1214,,,,,,,,,NA
1390,342,342,Tamsyn,Mcbain,24,JUNE,1934,"1 Rathad nam Beicearan, Na h-Eileanan Siar",F,Matthew,Mcbain,PLOUGHMAN,Laura,Cruickshanks,,19,FEBRUARY,1918,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1390,1390,1186,1155,1390,342,1155,1186,,,,,,,,,NA
1392,347,347,Emily,Cruickshanks,17,NOVEMBER,1934,"1 St Molios Park, Croc, North Ayrshire",F,Guy,Cruickshanks,IRON FURNACE LABROUR,Alice,Mullen,,11,FEBRUARY,1928,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1392,1392,1196,1151,1392,347,1151,1196,,,,,,,,,NA
1408,362,362,Sophie,Mullen,5,FEBRUARY,1936,"1 Waid Terrace, Anstruther Easter, Anstruther",F,Lewis,Mullen,COAL MINER,Holly,Cruickshanks,DAU,20,AUGUST,1933,"Anstruther Easter Anstruther ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1408,1408,1252,1259,1408,362,1259,1252,,,,,,,,,NA
1404,345,345,Lauren,Mcbain,4,JUNE,1936,"582 Rathad an Duin, Na h-Eileanan Siar",F,Matthew,Mcbain,SHEEPARD,Natasha,Cruickshanks,WIFE,2,DECEMBER,1923,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1404,1404,1172,1117,1404,345,1117,1172,431,439,,,,,,,NA
1410,347,347,Josie,Cruickshanks,23,OCTOBER,1937,"1 St Molios Park, Croc, North Ayrshire",F,Guy,Cruickshanks,IRON FURNACE LABROUR,Alice,Mullen,,11,FEBRUARY,1928,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1410,1410,1196,1151,1410,347,1151,1196,,,,,,,,,NA
1418,345,345,Shazeda,Mcbain,11,NOVEMBER,1938,"582 Rathad an Duin, Na h-Eileanan Siar",F,Matthew,Mcbain,LABOURER,Natasha,Cruickshanks,WIFE,2,DECEMBER,1923,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,1418,1418,1172,1117,1418,345,1117,1172,,,,,,,,,NA
1422,353,353,Harriet,Cruickshanks,29,APRIL,1938,"4 Roxburgh Road, Pulteneytown, Wick",F,Daniel,Cruickshanks,PRINT WORK BLEACHING DEPART,Jessica,Mullen,,20,FEBRUARY,1928,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,1422,1422,1222,1215,1422,353,1215,1222,,,,,,,,,NA
1424,350,350,Eleanor,Cruickshanks,7,NOVEMBER,1938,"5 Pilot Place, Broadhaven, Caithness",F,Daniel,Cruickshanks,PLOUGHMAN,Chloe,Cruickshanks,FARMER'S DAUR,17,FEBRUARY,1930,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,1424,1424,1228,1223,1424,350,1223,1228,,,,,,,,,NA
